2-gram,Frequency,Cluster
"('party', 'continue')",652,0
"('party', 'increase')",508,0
"('party', 'ensure')",488,0
"('private', 'sector')",375,0
"('party', 'party')",361,0
"('party', 'make')",339,0
"('young', 'people')",333,0
"('party', 'support')",319,0
"('party', 'also')",303,0
"('party', 'established')",295,0
"('economic', 'growth')",268,0
"('party', 'increased')",265,0
"('research', 'development')",235,0
"('quality', 'life')",234,0
"('party', 'ensured')",231,0
"('party', 'create')",229,0
"('higher', 'education')",215,0
"('party', 'strengthen')",214,0
"('party', 'encouraged')",213,0
"('party', 'provide')",208,0
"('party', 'establish')",204,0
"('small', 'mediumsized')",199,0
"('new', 'technologies')",195,0
"('party', 'encourage')",194,0
"('public', 'sector')",189,0
"('rural', 'areas')",186,0
"('party', 'develop')",184,0
"('party', 'made')",182,0
"('economic', 'social')",180,0
"('added', 'value')",177,0
"('sector', 'party')",176,0
"('science', 'technology')",175,0
"('economic', 'development')",170,0
"('party', 'developed')",168,0
"('new', 'jobs')",168,0
"('party', 'expand')",159,0
"('renewable', 'energy')",157,0
"('within', 'framework')",157,0
"('system', 'party')",153,0
"('mediumsized', 'enterprises')",153,0
"('northern', 'ireland')",152,0
"('party', 'improve')",151,0
"('want', 'strengthen')",149,0
"('foreign', 'policy')",147,0
"('civil', 'society')",139,0
"('local', 'governments')",137,0
"('public', 'services')",136,0
"('party', 'work')",135,0
"('create', 'new')",134,0
"('increase', 'number')",134,0
"('labor', 'market')",134,0
"('party', 'improved')",133,0
"('party', 'provided')",130,0
"('party', 'become')",130,0
"('public', 'transport')",129,0
"('party', 'take')",129,0
"('human', 'resources')",129,0
"('information', 'society')",129,0
"('high', 'valueadded')",127,0
"('energy', 'efficiency')",127,0
"('european', 'union')",127,0
"('party', 'implement')",119,0
"('party', 'given')",119,0
"('public', 'private')",118,0
"('social', 'security')",118,0
"('natural', 'gas')",117,0
"('coming', 'period')",117,0
"('local', 'authorities')",116,0
"('federal', 'government')",116,0
"('services', 'party')",114,0
"('economy', 'party')",112,0
"('high', 'quality')",112,0
"('framework', 'conditions')",112,0
"('party', 'supported')",110,0
"('party', 'promote')",109,0
"('country', 'party')",109,0
"('policies', 'party')",108,0
"('human', 'rights')",108,0
"('renewable', 'energies')",108,0
"('regional', 'development')",105,0
"('public', 'administration')",105,0
"('period', 'party')",105,0
"('infrastructure', 'party')",104,0
"('recent', 'years')",103,0
"('industry', 'party')",102,0
"('long', 'term')",102,0
"('sustainable', 'development')",101,0
"('taking', 'account')",100,0
"('vocational', 'training')",100,0
"('must', 'also')",100,0
"('party', 'give')",99,0
"('education', 'system')",99,0
"('market', 'economy')",99,0
"('also', 'want')",98,0
"('environmentally', 'friendly')",97,0
"('climate', 'change')",97,0
"('united', 'states')",96,0
"('party', 'help')",95,0
"('party', 'enable')",94,0
"('projects', 'party')",94,0
"('european', 'union')",509,1
"('party', 'ensure')",336,1
"('party', 'continue')",316,1
"('human', 'rights')",306,1
"('party', 'party')",270,1
"('within', 'framework')",251,1
"('foreign', 'policy')",238,1
"('climate', 'change')",233,1
"('local', 'government')",215,1
"('party', 'also')",212,1
"('party', 'established')",210,1
"('northern', 'ireland')",210,1
"('member', 'states')",206,1
"('party', 'establish')",202,1
"('party', 'work')",174,1
"('local', 'authorities')",165,1
"('party', 'make')",163,1
"('united', 'nations')",162,1
"('civil', 'society')",154,1
"('government', 'party')",144,1
"('federal', 'government')",144,1
"('party', 'made')",138,1
"('system', 'party')",133,1
"('armed', 'forces')",133,1
"('taking', 'account')",130,1
"('sustainable', 'development')",127,1
"('climate', 'protection')",127,1
